device_os,amt,gender,city,job,category,city_pop,age_group,job_age_group,hour_sin,hour_cos
other,41.28,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,0.866025403784439,0.5
other,38.14,F,Phoenix,Nurse,Groceries,1680992,31-45,Nurse_31-45,-0.965925826289069,0.25881904510252
other,86.13,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,-0.258819045102522,0.965925826289068
macOS,338.36,F,Test City,Lawyer,Apparel,2716000,16-30,Lawyer_16-30,-0.258819045102522,0.965925826289068
Windows,346.05,F,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,1.22514845490862e-16,-1
macOS,222.96,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,0,1
Windows,188.72,F,Phoenix,Clerk,Entertainment,1680992,46-60,Clerk_46-60,-0.965925826289069,0.25881904510252
macOS,165.99,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,-0.258819045102521,-0.965925826289068
X11,248.43,M,Test City,Engineer,Entertainment,2716000,60+,Engineer_60+,0.5,-0.866025403784439
other,347.15,F,New York,Lawyer,Entertainment,8419600,46-60,Lawyer_46-60,0.707106781186548,-0.707106781186547
Windows,249.1,M,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,0.866025403784439,-0.5
macOS,327.83,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.965925826289068,-0.258819045102521
other,440.57,F,Los Angeles,Lawyer,Entertainment,3979576,31-45,Lawyer_31-45,-0.5,-0.866025403784439
other,281.68,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,0.707106781186548,-0.707106781186547
Windows,110.7,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,1,6.15826833971767e-17
other,202.2,F,Los Angeles,Lawyer,Apparel,3979576,46-60,Lawyer_46-60,-0.258819045102521,-0.965925826289068
other,453.31,M,Los Angeles,Nurse,Apparel,3979576,60+,Nurse_60+,0.965925826289068,0.258819045102521
macOS,228.37,F,Houston,Clerk,Entertainment,2328000,31-45,Clerk_31-45,-0.866025403784438,-0.5
macOS,224.76,M,Phoenix,Clerk,Apparel,1680992,46-60,Clerk_46-60,-0.965925826289069,0.25881904510252
Windows,337.42,F,Test City,Engineer,Entertainment,2716000,46-60,Engineer_46-60,0.707106781186547,0.707106781186548
macOS,131.76,F,Test City,Clerk,Travel,2716000,31-45,Clerk_31-45,0.258819045102521,-0.965925826289068
macOS,106.14,M,Houston,Artist,Groceries,2328000,16-30,Artist_16-30,-0.5,0.866025403784438
X11,101.5,F,Test City,Teacher,Apparel,2716000,31-45,Teacher_31-45,0.965925826289068,-0.258819045102521
other,6.72999999999999,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,0.965925826289068,0.258819045102521
Windows,226.62,M,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-0.707106781186548,0.707106781186547
X11,401.04,M,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,0.5,-0.866025403784439
Windows,230.51,M,New York,Lawyer,Groceries,8419600,60+,Lawyer_60+,-0.965925826289069,0.25881904510252
other,443.38,F,Test City,Clerk,Travel,1680992,31-45,Clerk_31-45,-0.258819045102521,-0.965925826289068
other,371.92,M,Los Angeles,Lawyer,Electronics,3979576,16-30,Lawyer_16-30,1.22514845490862e-16,-1
X11,175.49,M,Test City,Doctor,Groceries,2716000,16-30,Doctor_16-30,-0.965925826289068,-0.258819045102521
Windows,200.58,M,Test City,Engineer,Electronics,2716000,46-60,Engineer_46-60,0.258819045102521,0.965925826289068
macOS,287.21,F,New York,Artist,Electronics,8419600,60+,Artist_60+,0,1
X11,475.31,M,Los Angeles,Engineer,Travel,3979576,46-60,Engineer_46-60,0.707106781186548,-0.707106781186547
other,67.17,F,Houston,Nurse,Electronics,2328000,16-30,Nurse_16-30,0,1
Windows,442.94,F,Test City,Engineer,Entertainment,2716000,31-45,Engineer_31-45,1,6.15826833971767e-17
other,488.61,M,Houston,Nurse,Entertainment,2328000,31-45,Nurse_31-45,-0.258819045102521,-0.965925826289068
Linux,125.73,F,Phoenix,Lawyer,Apparel,1680992,31-45,Lawyer_31-45,1,6.15826833971767e-17
other,205.15,F,Test City,Doctor,Groceries,2716000,31-45,Doctor_31-45,-0.866025403784438,-0.5
Linux,467.06,M,Test City,Doctor,Electronics,2716000,46-60,Doctor_46-60,-0.707106781186548,0.707106781186547
Windows,199.35,M,Los Angeles,Nurse,Travel,3979576,31-45,Nurse_31-45,0.965925826289068,-0.258819045102521
other,477.48,M,Los Angeles,Teacher,Travel,3979576,46-60,Teacher_46-60,-0.258819045102522,0.965925826289068
macOS,493.96,F,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.965925826289068,-0.258819045102521
macOS,32.48,F,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,0.5,0.866025403784439
Linux,288.67,M,Chicago,Doctor,Travel,2716000,46-60,Doctor_46-60,-0.258819045102522,0.965925826289068
Windows,33.62,F,New York,Doctor,Electronics,8419600,31-45,Doctor_31-45,-0.866025403784439,0.5
other,485.15,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.965925826289068,0.258819045102521
Linux,15.54,M,Test City,Lawyer,Groceries,3979576,46-60,Lawyer_46-60,-0.707106781186548,0.707106781186547
Windows,367.73,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,1.22514845490862e-16,-1
Windows,422.46,F,Test City,Doctor,Entertainment,1680992,60+,Doctor_60+,1,6.15826833971767e-17
macOS,307.48,F,Chicago,Nurse,Groceries,2716000,60+,Nurse_60+,-0.866025403784439,0.5
macOS,403.66,F,Test City,Teacher,Groceries,2716000,46-60,Teacher_46-60,0,1
other,380.74,M,Los Angeles,Teacher,Groceries,3979576,16-30,Teacher_16-30,0.707106781186547,0.707106781186548
other,229.11,M,Test City,Engineer,Groceries,2716000,60+,Engineer_60+,-0.965925826289068,-0.258819045102521
Windows,227.18,M,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,0,1
macOS,253.46,F,New York,Engineer,Travel,8419600,16-30,Engineer_16-30,-0.5,-0.866025403784439
Windows,235.02,F,Test City,Doctor,Travel,2716000,60+,Doctor_60+,-0.965925826289069,0.25881904510252
other,450.02,F,Test City,Doctor,Electronics,2716000,60+,Doctor_60+,-0.965925826289069,0.25881904510252
X11,136.71,M,Chicago,Doctor,Apparel,2716000,31-45,Doctor_31-45,-0.965925826289069,0.25881904510252
X11,188.82,F,Test City,Clerk,Groceries,2716000,60+,Clerk_60+,0.258819045102521,-0.965925826289068
macOS,208.47,F,Los Angeles,Clerk,Electronics,3979576,16-30,Clerk_16-30,-0.5,-0.866025403784439
X11,48.12,M,Houston,Lawyer,Travel,2328000,60+,Lawyer_60+,0.707106781186547,0.707106781186548
Windows,281.39,M,Test City,Teacher,Travel,2716000,16-30,Teacher_16-30,-0.5,0.866025403784438
Windows,60.13,F,Chicago,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.258819045102521,0.965925826289068
macOS,440.15,F,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,-0.258819045102522,0.965925826289068
other,386.9,M,Test City,Doctor,Travel,2716000,31-45,Doctor_31-45,-1,-1.83880688453542e-16
other,311.22,M,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,0.707106781186547,0.707106781186548
Windows,59.06,M,Houston,Lawyer,Apparel,2328000,46-60,Lawyer_46-60,0.258819045102521,0.965925826289068
other,209.98,M,Test City,Teacher,Travel,2716000,60+,Teacher_60+,0.965925826289068,-0.258819045102521
other,26.55,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,-0.965925826289068,-0.258819045102521
Windows,455.86,M,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,-0.965925826289068,-0.258819045102521
macOS,255.6,F,Phoenix,Engineer,Entertainment,1680992,60+,Engineer_60+,0,1
macOS,393.35,F,Test City,Doctor,Apparel,2716000,16-30,Doctor_16-30,-0.258819045102522,0.965925826289068
macOS,157.93,M,Test City,Teacher,Groceries,3979576,60+,Teacher_60+,0.258819045102521,0.965925826289068
Windows,300.8,F,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,-1,-1.83880688453542e-16
other,418.9,F,Test City,Doctor,Travel,2716000,31-45,Doctor_31-45,0.965925826289068,-0.258819045102521
Windows,393.51,F,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,1.22514845490862e-16,-1
other,441.54,F,Phoenix,Lawyer,Travel,1680992,16-30,Lawyer_16-30,0.965925826289068,0.258819045102521
Windows,185.16,M,Test City,Teacher,Groceries,3979576,60+,Teacher_60+,1,6.15826833971767e-17
Linux,46.62,F,Chicago,Nurse,Apparel,2716000,31-45,Nurse_31-45,-0.965925826289069,0.25881904510252
other,292.23,F,Test City,Clerk,Apparel,2716000,60+,Clerk_60+,-0.5,0.866025403784438
Windows,56.8,M,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,-0.965925826289068,-0.258819045102521
other,254.53,F,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,-1,-1.83880688453542e-16
X11,229.67,F,Phoenix,Clerk,Travel,1680992,60+,Clerk_60+,1,6.15826833971767e-17
macOS,207.25,M,Test City,Clerk,Electronics,2716000,60+,Clerk_60+,-0.5,-0.866025403784439
Windows,476.17,M,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,-0.258819045102522,0.965925826289068
macOS,435.9,M,Los Angeles,Lawyer,Apparel,3979576,46-60,Lawyer_46-60,-0.707106781186547,-0.707106781186548
Windows,136.59,F,Chicago,Doctor,Apparel,2716000,46-60,Doctor_46-60,-0.866025403784439,0.5
other,125.4,F,New York,Nurse,Electronics,8419600,46-60,Nurse_46-60,-0.866025403784438,-0.5
macOS,43.83,M,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,0.258819045102521,0.965925826289068
X11,182.06,F,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,-0.258819045102522,0.965925826289068
other,183.05,M,Houston,Nurse,Groceries,2328000,46-60,Nurse_46-60,-0.866025403784439,0.5
macOS,276.12,M,Test City,Lawyer,Entertainment,2716000,31-45,Lawyer_31-45,0.965925826289068,0.258819045102521
macOS,393.7,F,Houston,Clerk,Apparel,2328000,31-45,Clerk_31-45,0.5,0.866025403784439
macOS,472.93,F,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,0.965925826289068,0.258819045102521
macOS,350.26,F,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,0.965925826289068,-0.258819045102521
Linux,355.37,F,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0.707106781186548,-0.707106781186547
Windows,182.46,F,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,1.22514845490862e-16,-1
Windows,19.79,F,Test City,Clerk,Apparel,2328000,31-45,Clerk_31-45,0.965925826289068,0.258819045102521
Windows,131.81,M,Test City,Doctor,Travel,2716000,46-60,Doctor_46-60,-0.707106781186548,0.707106781186547
macOS,94.91,M,Test City,Engineer,Apparel,2716000,60+,Engineer_60+,0.707106781186547,0.707106781186548
other,482.97,M,Test City,Clerk,Entertainment,2716000,46-60,Clerk_46-60,-0.866025403784438,-0.5
Windows,19,M,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.866025403784439,0.5
Windows,347.92,M,Los Angeles,Teacher,Electronics,3979576,16-30,Teacher_16-30,1.22514845490862e-16,-1
Linux,421.03,F,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,-0.965925826289069,0.25881904510252
macOS,396.3,M,Houston,Clerk,Groceries,2328000,16-30,Clerk_16-30,0.5,0.866025403784439
macOS,25.56,F,New York,Doctor,Groceries,8419600,16-30,Doctor_16-30,0.5,-0.866025403784439
macOS,131.41,M,Los Angeles,Artist,Groceries,3979576,60+,Artist_60+,0.258819045102521,0.965925826289068
macOS,421.32,M,Test City,Engineer,Groceries,2716000,60+,Engineer_60+,0,1
other,133.68,M,Test City,Clerk,Electronics,2716000,46-60,Clerk_46-60,-1,-1.83880688453542e-16
X11,176.37,M,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,0.965925826289068,-0.258819045102521
Windows,448.62,M,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,0.866025403784439,0.5
macOS,496.84,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,0.866025403784439,0.5
other,259.81,F,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,1.22514845490862e-16,-1
macOS,319.99,F,Chicago,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,-0.5,-0.866025403784439
other,262.3,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,-0.965925826289069,0.25881904510252
X11,229.13,F,Test City,Teacher,Entertainment,2716000,46-60,Teacher_46-60,0,1
Windows,245.56,F,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,0.258819045102521,-0.965925826289068
Linux,467.72,F,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,1.22514845490862e-16,-1
macOS,100.32,M,Test City,Doctor,Apparel,1680992,60+,Doctor_60+,0,1
Linux,475.02,M,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,-0.866025403784438,-0.5
macOS,188.78,F,Test City,Teacher,Travel,2716000,60+,Teacher_60+,-0.707106781186547,-0.707106781186548
macOS,27.32,M,New York,Nurse,Electronics,8419600,31-45,Nurse_31-45,0.258819045102521,-0.965925826289068
Windows,235.68,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,-0.5,0.866025403784438
Windows,372.01,F,Chicago,Engineer,Travel,2716000,16-30,Engineer_16-30,0,1
other,427.89,F,Test City,Clerk,Apparel,2716000,31-45,Clerk_31-45,0.965925826289068,-0.258819045102521
Windows,446.51,F,Test City,Doctor,Entertainment,2716000,46-60,Doctor_46-60,-0.258819045102521,-0.965925826289068
Windows,344,M,Test City,Clerk,Apparel,3979576,46-60,Clerk_46-60,0.5,0.866025403784439
Linux,231.8,F,New York,Artist,Apparel,8419600,46-60,Artist_46-60,0.5,0.866025403784439
Linux,353.01,F,Test City,Engineer,Groceries,2716000,46-60,Engineer_46-60,-0.965925826289069,0.25881904510252
other,300.96,F,Los Angeles,Lawyer,Apparel,3979576,31-45,Lawyer_31-45,-1,-1.83880688453542e-16
other,403.56,F,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,1.22514845490862e-16,-1
other,499.86,M,New York,Nurse,Electronics,8419600,16-30,Nurse_16-30,-0.866025403784438,-0.5
Windows,155.15,F,Chicago,Engineer,Entertainment,2716000,31-45,Engineer_31-45,1,6.15826833971767e-17
other,190.28,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.707106781186548,-0.707106781186547
Windows,35.75,F,Chicago,Lawyer,Entertainment,2716000,16-30,Lawyer_16-30,0.866025403784439,0.5
Windows,132.11,M,Test City,Engineer,Travel,2716000,60+,Engineer_60+,-0.866025403784438,-0.5
Windows,25.6,M,Los Angeles,Teacher,Apparel,3979576,46-60,Teacher_46-60,0,1
Windows,403.99,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,-0.258819045102522,0.965925826289068
Linux,199.85,F,New York,Doctor,Entertainment,8419600,31-45,Doctor_31-45,0.5,0.866025403784439
Windows,210.95,M,Phoenix,Teacher,Travel,1680992,31-45,Teacher_31-45,-1,-1.83880688453542e-16
Linux,62.25,M,Test City,Clerk,Groceries,2716000,16-30,Clerk_16-30,1.22514845490862e-16,-1
macOS,118.22,F,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,-0.866025403784439,0.5
Windows,52.01,M,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,0.707106781186548,-0.707106781186547
Windows,279.57,F,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,0.866025403784439,-0.5
macOS,274.75,F,New York,Lawyer,Groceries,8419600,46-60,Lawyer_46-60,0.866025403784439,-0.5
Windows,445.22,M,Los Angeles,Artist,Electronics,3979576,46-60,Artist_46-60,-0.707106781186548,0.707106781186547
Linux,38.63,M,Test City,Engineer,Electronics,2716000,60+,Engineer_60+,1.22514845490862e-16,-1
Windows,410.21,M,Phoenix,Teacher,Electronics,1680992,46-60,Teacher_46-60,0.707106781186548,-0.707106781186547
Windows,202.19,M,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,0.965925826289068,-0.258819045102521
other,23.17,M,Test City,Clerk,Electronics,2716000,46-60,Clerk_46-60,-0.707106781186547,-0.707106781186548
other,22.99,M,Houston,Engineer,Electronics,2328000,60+,Engineer_60+,0.258819045102521,0.965925826289068
X11,64.77,F,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,-0.965925826289069,0.25881904510252
other,192.47,M,Test City,Engineer,Groceries,2716000,46-60,Engineer_46-60,1,6.15826833971767e-17
macOS,29.11,M,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,-0.5,0.866025403784438
Windows,424,F,Test City,Clerk,Travel,2716000,60+,Clerk_60+,-0.965925826289068,-0.258819045102521
other,261.62,F,Test City,Lawyer,Entertainment,2716000,31-45,Lawyer_31-45,0.258819045102521,-0.965925826289068
macOS,385.83,M,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,-0.5,-0.866025403784439
macOS,280.39,F,New York,Lawyer,Entertainment,8419600,46-60,Lawyer_46-60,-0.5,-0.866025403784439
Windows,37.09,F,Test City,Teacher,Groceries,2716000,46-60,Teacher_46-60,0.707106781186548,-0.707106781186547
X11,308.18,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,-0.258819045102522,0.965925826289068
Windows,159.26,F,Test City,Teacher,Travel,2716000,60+,Teacher_60+,0.707106781186547,0.707106781186548
Windows,180.32,F,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,0.707106781186547,0.707106781186548
macOS,281.21,M,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,0.258819045102521,0.965925826289068
other,171.72,F,Los Angeles,Teacher,Groceries,3979576,31-45,Teacher_31-45,0.5,0.866025403784439
other,199.23,M,Test City,Doctor,Electronics,2716000,60+,Doctor_60+,-0.866025403784439,0.5
Windows,203.09,F,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,1.22514845490862e-16,-1
macOS,418.67,M,Test City,Teacher,Travel,2716000,16-30,Teacher_16-30,0.965925826289068,0.258819045102521
other,247.18,F,Test City,Clerk,Groceries,8419600,46-60,Clerk_46-60,-1,-1.83880688453542e-16
other,19.45,M,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,0.866025403784439,0.5
X11,206.38,M,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,-0.866025403784438,-0.5
macOS,334.29,M,Los Angeles,Teacher,Electronics,3979576,46-60,Teacher_46-60,-0.5,0.866025403784438
macOS,457.05,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,0.5,-0.866025403784439
macOS,381.24,F,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,0.707106781186547,0.707106781186548
macOS,185.16,M,New York,Artist,Electronics,8419600,46-60,Artist_46-60,0.5,0.866025403784439
Linux,321.52,M,Test City,Clerk,Electronics,2716000,46-60,Clerk_46-60,0.866025403784439,-0.5
macOS,277.37,M,New York,Doctor,Apparel,8419600,16-30,Doctor_16-30,0.5,-0.866025403784439
Linux,10.99,M,Los Angeles,Engineer,Groceries,3979576,31-45,Engineer_31-45,-0.866025403784438,-0.5
other,398.95,M,Test City,Clerk,Apparel,2716000,31-45,Clerk_31-45,-0.707106781186548,0.707106781186547
macOS,497.92,M,Test City,Clerk,Groceries,2716000,46-60,Clerk_46-60,-0.258819045102522,0.965925826289068
macOS,206.89,M,Test City,Clerk,Groceries,2716000,60+,Clerk_60+,-0.965925826289068,-0.258819045102521
Windows,150.04,F,Houston,Clerk,Apparel,2328000,31-45,Clerk_31-45,1.22514845490862e-16,-1
macOS,302.21,F,Houston,Clerk,Apparel,2328000,31-45,Clerk_31-45,-0.866025403784438,-0.5
macOS,248.61,F,Houston,Doctor,Travel,2328000,16-30,Doctor_16-30,-0.258819045102521,-0.965925826289068
Windows,295.53,F,Houston,Teacher,Apparel,2328000,46-60,Teacher_46-60,0,1
macOS,213.68,M,Test City,Clerk,Groceries,2716000,16-30,Clerk_16-30,0.965925826289068,-0.258819045102521
other,160.96,M,Chicago,Teacher,Travel,2716000,46-60,Teacher_46-60,0.5,0.866025403784439
macOS,160.77,F,Chicago,Clerk,Groceries,2716000,16-30,Clerk_16-30,0.866025403784439,0.5
Windows,370.42,M,Phoenix,Teacher,Electronics,1680992,31-45,Teacher_31-45,1.22514845490862e-16,-1
other,168.57,F,Chicago,Engineer,Apparel,2716000,16-30,Engineer_16-30,0.866025403784439,-0.5
Windows,461.35,F,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,-1,-1.83880688453542e-16
X11,189.61,F,Test City,Clerk,Travel,2716000,31-45,Clerk_31-45,-0.965925826289068,-0.258819045102521
Windows,454.31,M,Phoenix,Clerk,Groceries,1680992,31-45,Clerk_31-45,0.5,0.866025403784439
Linux,336.49,F,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,-0.965925826289069,0.25881904510252
macOS,463.77,F,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,-0.258819045102522,0.965925826289068
macOS,347.37,M,Phoenix,Clerk,Apparel,1680992,46-60,Clerk_46-60,-0.258819045102521,-0.965925826289068
Windows,126.91,M,Chicago,Clerk,Groceries,2716000,16-30,Clerk_16-30,1.22514845490862e-16,-1
Windows,286.49,M,Los Angeles,Doctor,Apparel,3979576,60+,Doctor_60+,0.5,0.866025403784439
macOS,255.41,M,Test City,Clerk,Groceries,2716000,46-60,Clerk_46-60,0.707106781186548,-0.707106781186547
macOS,71.95,F,Chicago,Artist,Travel,2716000,31-45,Artist_31-45,0.965925826289068,-0.258819045102521
Windows,199.1,F,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,1.22514845490862e-16,-1
macOS,129.69,F,New York,Lawyer,Apparel,8419600,16-30,Lawyer_16-30,1.22514845490862e-16,-1
Windows,393.08,F,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.707106781186548,0.707106781186547
Linux,381.86,F,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,0.5,-0.866025403784439
macOS,386.34,F,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,-1,-1.83880688453542e-16
Windows,439.92,F,Los Angeles,Lawyer,Apparel,3979576,60+,Lawyer_60+,-0.866025403784438,-0.5
Linux,112.97,F,Houston,Engineer,Groceries,2328000,31-45,Engineer_31-45,-0.965925826289069,0.25881904510252
Windows,238.56,F,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,-1,-1.83880688453542e-16
macOS,175.09,M,Test City,Lawyer,Entertainment,2716000,46-60,Lawyer_46-60,0.965925826289068,0.258819045102521
other,92.6,F,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,-0.866025403784438,-0.5
X11,158.45,M,Test City,Engineer,Electronics,2716000,46-60,Engineer_46-60,-1,-1.83880688453542e-16
